"","unlist.questions."
"5603","운전에 대한 경험이 없는데 잘 할수 있나요?"
"5604","본인의 평가는?"
"5605","프로젝트를 써 놨었는데 이건 어떤 프로젝트인가요?"
"5606","자원봉사를 하면서 소모임장을 했다고 했는데, 모임장을 하게 된 동기는?"
"5607","데이터나 통계를 활용한 경험?"
"5608","본인만의 역량을 제시해본다면?"
"5609","데이터 통계를 사용한 경험이 있는지?"
"5610","나이 많으신 분들을 상대해야 하는데, 그런 경험이 있는지?"
"5611","입사 후 하고 싶은 일이나 관심 있는 일은?"
"5612","사무영업에서 어떻게 본인의 역할을 할 것인지"
"5613","본인이 가장 힘들었던 순간과 어떻게 극복하였는지?"
"5614","(창의) 신규 아이템에 대해 개발해 보아라."
"5615","본인이 생각하는 사무영업이란?"
"5616","본인이 수행했던 프로젝트 중에 가장 기억에 남는 사건과 그 이유"
"5617","창의력 면접 - 상황 요약(새로운 사업을 구상중이다. 비용을 적게하여 이전에는 없던 새로운 여행상품을 기획해 보라, 경험에 의거하여 기술하면 가점)"
"5618","1분 자기소개를 해보시오."
"5619","파업에 대해 어떻게 생각하는가?"
"5620","지원동기에 대해 말해보시오."
"5621","기차를 운전중, 두 레일에 1명의 사람과 4명의 사람을 죽여야 할 상황이 왔다 어떤걸 선택?"
"5622","애인이 있는가?"
"5623","가장 최근에 타인에게 배려한 경험이 있는가?"
"5624","길을 걷다가 싫어하는 사람과 마주쳤을때 당신이 건내는 첫 마디는? 그이유는?"
"5625","동아리 활동경험에 대해 말해보세요"
"5626","본인의 장단점은?"
"5627","상사가 잘못했는데 당신에게 모든 책임이 돌아간다면 어떻게 하겠는가?"
"5628","상사는 성과만 중요시 하고 직원들은 일에 대한 열정이 없다 당신이 중간 관리층이라면 어떻게 하겠는가?"
"5629","오늘 입고 온 의상은 직접 선택한 것인가?"
"5630","지원동기는?"
"5631","철도파업한 상태에서 당신이 사장이라면 어떻게 할것인가?"
"5632","최근에 실패한 경험이 있는가?"
"5633","코레일 복수노조에 대해 어떻게 생각하는가?"
"5634","본인이 지원한 직무에 대해 얼마나 알고 있나요?"
"5635","이직하려는 이유는 무엇인가요?"
"5636","다른 언어는 무엇을 사용해 보았나요?"
"5637","본인의 학교 취업률 및 컴퓨터소프트웨어학과의 취업률은 어떤가요?"
"5638","자신있는 언어가 무엇인지, 그리고 그 언어가 자신있다고 말할 수 있는 이유는 무엇인가요?"
"5639","학점이 낮은데 무슨 이유이며, 장학금 받은 적이 있나요?"
"5640","혼자하는 걸 좋아하나요? 그렇다면 그 이유는 무엇인가요?"
"5641","21세기에 사라질 직업군이 뭐라고 생각하나요?"
"5642","로봇학과던데 왜 컴퓨터 직군으로 지원했나요?"
"5643","본인 전공인 로봇이 우리 코오롱과 관련 지을 산업이 있을지 말해보세요"
"5644","빅 데이터를 학습했다고 했는데 실제로 어떤 프로젝트를 참가해서 해 본 경험이 있나요?"
"5645","컴퓨터 분야가 아닌 다른 분야에 열정적으로 한 일은 무엇인가요?"
"5646","마지막으로 하고 싶은 말이 무엇인가?"
"5647","자기소개를 해보세요"
"5648","자신의 첫인상을 어떻게 생각하는가?"
"5649","존경하는 교수님은 누구인가?"
"5650","졸업하는데 오래 걸린 이유는 무엇인가?"
"5651","해병대에 지원한 이유는?"
"5652","캡스톤이란 무엇인가요?"
"5653","합격을 하게 된다면 대학교는 어떻게 할것인가?"
"5654","자기소개를 간단히 해주세요."
"5655","스트레스를 많이 받으면 어떻게 푸나요?"
"5656","상사가 오늘내로 하기힘든일을 시키면 어떻게 할것인가?"
"5657","토의) 대형마트 의무휴무제와 전통시장이 공존 할 수 있는 방안을 제시하시오"
"5658","인성/역량)지원한 직무/근무지와 다른 곳에 배치되면 어떻게 할 것인가?"
"5659","교환학생을 다녀오셨고, 외국어 역량이 중요하다고 하셨는데 영어로 자기소개 부탁드립니다"
"5660","조직 경험 중에 힘들 었던 점이 있는지?"
"5661","본인의 전공관련해서 실험을 한 적이 있나요?"
"5662","살면서 어려움을 극복했던 사례를 말해보세요"
"5663","인생에서 도전적이었던 경험을 말해보세요"
"5664","서울에서 학교를 나왔는데 지방근무가 가능한가?"
"5665","여행한 경험이 있는가?"
"5666","30초 준비할 시간을 줄 테니 영어로 자기소개를 해보아라"
"5667","불법은 아니지만 상사가 부당한 지시를 내릴 경우 어떻게 행동할 것인가?"
"5668","발표 내용 중 하나를 영어로 말해봐라"
"5669","다른 좋은 소프트업체 안가고 왜 여기로 왔는가?"
"5670","우리는 A사이며 핸드폰 판매 실적이 가장 좋은 회사다. 다른 B,C,D사가 치고 올라오는데 우리가 어떻게 하면 이 상황을 극복할 수 있을까? (토론면접)"
"5671","자신의 대학교를 자랑해 보세요"
"5672","할 줄 아는 프로그램 언어에 대해 말해보아라"
"5673","IT직무에 왜 지원했는가?"
"5674","준비한 PT슬라이드 중 1개를 영어로 설명해보시오"
"5675","전공과 다른 직무를 선택한 이유는 무엇입니까?"
"5676","금호석유화학에 대해 얼마나 알고 있나요?"
"5677","꿈이 무엇인가요?"
"5678","대학 때 본인의 꿈이나 미래에 대해서 생각해보는 시간을 가져야 하는데, 자기 자신을 되돌아보고 미래를 생각하는 시간을 가져 본 적이 있는가?"
"5679","봉사활동은 어느정도 했나요?"
"5680","자기소개"
"5681","점유율을 다시 회복하기 위해 어떤 판매전략을 세워야 하겠는가?"
"5682","회사 매출의 점유율이 떨어진 이유는 무엇인가?"
"5683","회사 생활을 하면서 무엇이 가장 기대되나?"
"5684","동아리 회장을 하면서 가장 어려운 점이 무엇이었나?"
"5685","왜 이커머스에서 일하고 싶은지? 왜 그 중에서도 SSG.COM인지?"
"5686","유통업의 미래에 대해 어떻게 생각하나"
"5687","아르바이트 당시 인상깊었던 경험이있는가?"
"5688","해보고 싶은 마케팅이 있는가?"
"5689","왜 신세계 백화점인가?"
"5690","지원자를 뽑아야 되는 이유"
"5691","자신의 단점은 무엇인가?"
"5692","근무시 시간이 많이 변경될 수도 있는데 괜찮은가?"
"5693","차량운전경험이 있는가?"
"5694","집과 근무지가 거리가 있는데 괜찮은가?"
"5695","신세계백화점의 지점중 어느곳에서 가장 일하고 싶으신가요?"
"5696","많은 백화점 중에서 왜 신세계에 입사하고 싶으신가요?"
"5697","VIP마케팅에 있어서 가장 중요한것은 무엇이라고 생각하나요?"
"5698","10년 뒤 본인의 모습에 대해 말해보세요."
"5699","가장 맡고 싶은 Floor는 무엇인가요?"
"5700","목례의 의미가 무엇인지 말해보세요."
"5701","신세계백화점을 이용해본 경험과 어느 지점을 이용해 보았는지 말해보세요."
"5702","신세계백화점이 서울에 몇 개가 있는지 알고 있나요?"
"5703","어떤 면에 이끌려 영업관리직에 지원하게 되었나요?"
"5704","본인이 했던 프로젝트에 대해 설명해 보세요"
"5705","프론트엔드 와 백엔드 업무 중 어느것을 더 선호하시나요?"
"5706","학창시절 주력으로 사용하던 언어는 무엇이었나요?"
"5707","IT직무가 아닌 다른 업무를 맡게되면 어떻게 할 건가요?"
"5708","본인이 했던 프로젝트와 겪었던 어려움에 대해 말해보아라."
"5709","SSG를 이용해봤다고 했는데, SSG.com의 장단점에 대해서 평가해보세요."
"5710","롯데를 이기기 위해 어떻게 해야 한다고 생각하는가?"
"5711","신세계닷컴에서 하고 싶은 일이 무엇인가?"
"5712","지원동기를 말해달라."
"5713","최근 읽은 책이나 영화는 무엇인가?"
"5714","해당 직무에서 어떤 점을 바꿔보고 싶은가?"
"5715","주말에 무엇을 하며 시간을 보내는가?"
"5716","지방에 가본 적이 있는가?"
"5717","평소에 입는 패션 스타일이 어떠한가?"
"5718","자신을 가장 잘 설명하는 복장을 입고 오라고 했는데 현재 복장이 자신을 잘 드러낸다고 생각하는 이유가 있습니까?"
"5719","자신을 가장 잘 설명하는 복장을 입고 오라고 했는데 현재 복장이 왜 자신을 잘 드러낸다고 생각하는 이유가 있습니까?"
"5720","장기적인 목표는 무엇인가요?"
"5721","장기적인 목표를 설명해보시오"
"5722","이랜드에 지원한 이유와 본인의 성격과 잘 맞는다고 생각하는 점은?"
"5723","취미에 대해서 말해보세요."
"5724","가장 어려웠던 경험은 무엇이었나요?"
"5725","전국 LESMORE 매장 개수 몇개일까요?(페르미 추정)-공통질문"
"5726","첨예한 대립이 되는 시사 문제를 선정하여 찬성, 반대 의견을 밝히고 한 마디로 이유를 설명하시오-공통질문"
"5727","한국, 베트남, 중국, 아무데나 상관없음 중 1, 2순위를 고르고 한 마디로 이유를 설명하시오-공통질문"
"5728","존경하는 인물은 누구입니까?"
"5729","팀 전체적인 연령대가 높은 편인데, 본인이 잘 적응할 수 있나요?"
"5730","회사 입사 시에 본인의 비전이 어떻게 예상되나요?"
"5731","명동 후아유의 한달 매출을 추정해 보세요"
"5732","본인의 경험이 원하는 포부에 비해 너무 작다고 생각하지는 않나요?"
"5733","남들이 말하는 본인의 장단점이 무엇인가요?"
"5734","일하면서 어려운 점이 무엇인지?"
"5735","포트폴리오에서 팀작업 및 본인이 작업한 부분이 어느정도 이며 작업과정에 대해 말해보세요"
"5736","1분 자기소개를 해보시오."
"5737","요즘 사회뉴스의 관련 의견을 말해보시오."
"5738","존경하는 인물은 누구입니까?"
"5739","평소에 패션에 관심이 많은가? 사례가 있는가?"
"5740","바로 해당 상품군 업무에 투입되어야하는데 실무투입이 가능한가요?"
"5741","오늘의 옷 스타일은 무엇입니까?"
"5742","지원동기는 무엇입니까?"
"5743","[개인질문] 어머니가 바쁘다고 하셨는데, 왜인가?"
"5744","[꼬리질문] 꿈 아닌가요?"
"5745","[개인질문] 업무랑 지금 하는 일을 병행할 수 없을 거 같은데요?"
"5746","[개인질문] 지원자 아버지의 회사 직원 수와 연매출이 각각 얼마인지 말해보시오."
"5747","[공통질문] 무상급식에 대해 찬반으로 정해서 의견을 말하시오."
"5748","[공통질문] 입사하고 싶은 회사 3군데는 어디이며, 그 이유는 무엇인지 말해보시오."
"5749","숙박권 이벤트를 하자고 했는데, 하루 숙박료가 얼마인지 아시나요?"
"5750","켄싱턴 제주 호텔에 가본 적 있습니까? 켄싱턴 제주 호텔 검색하면 연관 검색어로 무엇이 나옵니까?"
"5751","SNS를 통해 가장 크게 성과를 냈던 것이 있나요?"
"5752","어느 부서를 가고 싶습니까?"
"5753","오늘의 옷 스타일은 무엇입니까?"
"5754","다른 회사 어디에 지원했고, 어디까지 전형이 진행 중인가?"
"5755","단점에 우직함이라고 적었는데, 왜 우직함이 단점인가?"
"5756","이랜드 브랜드 10개 이상 말할 수 있습니까?"
"5757","이직하려는 이유가 무엇인가?"
"5758","지원동기가 무엇인가?"
"5759","현장에서의 경험이 많은데, 현장 직무를 지원하지 왜 브랜드 매니저를 지원하였는가?"
"5760","다른 회사는 어디에 지원했는가? 결과는 어떠했는가?"
"5761","마지막으로 하고 싶은 말은?"
"5762","입사하면 어떤 일을 하고 싶은가? (희망분야, 희망직무, 희망부서)"
"5763","자신의 취미를 소개해보라."
"5764","해당 직무를 선택한 이유는? (직무 지원동기)"
"5765","반값등록금에 대해 찬성하는지 반대하는지 밝히고 의견을 말하시오."
"5766","반값등록금에 대해 찬성하는지 반대하는지 밝히고 의견을 말하시오"
"5767","졸업후 공백 기간 동안 무엇을 했는가?"
"5768","설득하는 스타일인가/ 설득 당하는 스타일인가?"
"5769","어떤 경우에 회사를 때려 치겠는가?"
"5770","자신은 협상가/사람관리/판매자 중 어떤 성향인가?"
"5771","현 사회에서 자신이 생각하는 고질적인 병폐는 무엇인가?"
"5772","사회양극화 현상이 문제라고 했는데 대통령이라면 어떤 해결책을 제시하겠는가?"
"5773","1차면접"
"5774","이랜드의 경영이념이나 이랜드에 대해 들은 것이 무엇인가?"
"5775","존경하는 인물을 영어로 설명해보라."
"5776","지원자의 물질관은 무엇인가?"
"5777","최근에 읽은 책은 무엇인가?"
"5778","T/T와 L/C의 차이점은 무엇인가?"
"5779","가장 어려운 순간을 어떻게 극복했는가?"
"5780","다른 회사 어디에 지원했고 어느 정도까지 진행되었는가? 이랜드에 꼭 올 것인가?"
"5781","옆 사람이 얘기한 내용을 정리해서 말해보시오."
"5782","왜 이 회사에 꼭 오고 싶은지 말해보시오."
